,gene_type,gene_name,gencode_transcript,ensembl_transcript,ensembl_gene,gencode_gene,splice_type,biomark_neural_panel,confident_rbp,rbp,ribosomal,ribosomal_subunit,synapse,transcription_factor,one_ensembl_id
chr22:29130391:29130715:-@chr22:29126444:29126536:-@chr22:29121231:29121355:-,protein_coding,CHEK2,"ENST00000348295.3,ENST00000416671.1,ENST00000447421.1,ENST00000417588.1,ENST00000402731.1,ENST00000398017.2,ENST00000405598.1,ENST00000382566.1,ENST00000454252.1,ENST00000328354.6,ENST00000433728.1,ENST00000448511.1,ENST00000382580.2,ENST00000544772.1,ENST00000425190.2,ENST00000404276.1,ENST00000439200.1,ENST00000433028.2,ENST00000382565.1,ENST00000382578.1","ENST00000328354,ENST00000382566,ENST00000382565,ENST00000433728,ENST00000382580,ENST00000425190,ENST00000382578,ENST00000348295,ENST00000544772,ENST00000439200,ENST00000417588,ENST00000398017,ENST00000448511,ENST00000405598,ENST00000402731,ENST00000454252,ENST00000447421,ENST00000416671,ENST00000404276,ENST00000433028",ENSG00000183765,ENSG00000183765.16,SE,False,False,False,False,False,False,False,ENSG00000183765
chr22:29137757:29137822:-@chr22:29130391:29130715:-@chr22:29121231:29121355:-,protein_coding,CHEK2,"ENST00000348295.3,ENST00000416671.1,ENST00000447421.1,ENST00000417588.1,ENST00000402731.1,ENST00000398017.2,ENST00000405598.1,ENST00000382566.1,ENST00000454252.1,ENST00000328354.6,ENST00000433728.1,ENST00000448511.1,ENST00000382580.2,ENST00000382578.1,ENST00000425190.2,ENST00000404276.1,ENST00000439200.1,ENST00000433028.2,ENST00000382565.1,ENST00000544772.1","ENST00000328354,ENST00000382566,ENST00000382565,ENST00000433728,ENST00000382580,ENST00000425190,ENST00000544772,ENST00000416671,ENST00000382578,ENST00000439200,ENST00000417588,ENST00000398017,ENST00000448511,ENST00000405598,ENST00000402731,ENST00000454252,ENST00000447421,ENST00000348295,ENST00000404276,ENST00000433028",ENSG00000183765,ENSG00000183765.16,SE,False,False,False,False,False,False,False,ENSG00000183765
chr22:29137757:29137822:-@chr22:29133873:29134026:-@chr22:29130391:29130715:-,protein_coding,CHEK2,"ENST00000348295.3,ENST00000416671.1,ENST00000447421.1,ENST00000398017.2,ENST00000405598.1,ENST00000382566.1,ENST00000328354.6,ENST00000382580.2,ENST00000382578.1,ENST00000439200.1,ENST00000433028.2,ENST00000382565.1,ENST00000544772.1","ENST00000328354,ENST00000382566,ENST00000382565,ENST00000382580,ENST00000544772,ENST00000416671,ENST00000382578,ENST00000439200,ENST00000398017,ENST00000405598,ENST00000447421,ENST00000348295,ENST00000433028",ENSG00000183765,ENSG00000183765.16,SE,False,False,False,False,False,False,False,ENSG00000183765
chr22:29139870:29139911|29139966:+@chr22:29140603:29140692:+,protein_coding,HSCB,"ENST00000216027.3,ENST00000483861.1,ENST00000485599.1,ENST00000450178.1","ENST00000483861,ENST00000485599,ENST00000450178,ENST00000216027",ENSG00000100209,ENSG00000100209.5,A5SS,False,False,False,False,False,False,False,ENSG00000100209
chr22:29140603:29140692|29140697:+@chr22:29141852:29141996:+,protein_coding,HSCB,"ENST00000216027.3,ENST00000483861.1,ENST00000485599.1,ENST00000420442.1,ENST00000450178.1,ENST00000495977.1","ENST00000495977,ENST00000216027,ENST00000485599,ENST00000420442,ENST00000483861,ENST00000450178",ENSG00000100209,ENSG00000100209.5,A5SS,False,False,False,False,False,False,False,ENSG00000100209
chr22:29140603:29140697:+@chr22:29141852:29141996:+@chr22:29147229:29147276:+,protein_coding,HSCB,"ENST00000216027.3,ENST00000398941.2,ENST00000483861.1,ENST00000420442.1,ENST00000450178.1,ENST00000495977.1","ENST00000495977,ENST00000216027,ENST00000398941,ENST00000420442,ENST00000483861,ENST00000450178",ENSG00000100209,ENSG00000100209.5,SE,False,False,False,False,False,False,False,ENSG00000100209
chr22:29168662:29169022:+@chr22:29169713:29169766:+@chr22:29176936:29177160:+,protein_coding,CCDC117,"ENST00000432510.1,ENST00000448492.2,ENST00000443309.2,ENST00000453543.1,ENST00000421503.2,ENST00000249064.4","ENST00000443309,ENST00000453543,ENST00000421503,ENST00000448492,ENST00000249064,ENST00000432510",ENSG00000159873,ENSG00000159873.5,SE,False,False,False,False,False,False,False,ENSG00000159873
chr22:29168662:29169022:+@chr22:29169713:29169766:+@chr22:29176936:29177160:+@chr22:29179496:29179633:+,protein_coding,CCDC117,"ENST00000432510.1,ENST00000448492.2,ENST00000443309.2,ENST00000453543.1,ENST00000421503.2,ENST00000249064.4","ENST00000443309,ENST00000453543,ENST00000421503,ENST00000448492,ENST00000249064,ENST00000432510",ENSG00000159873,ENSG00000159873.5,MXE,False,False,False,False,False,False,False,ENSG00000159873
chr22:29169713:29169766:+@chr22:29176936:29177160:+@chr22:29179496:29179633:+,protein_coding,CCDC117,"ENST00000432510.1,ENST00000448492.2,ENST00000443309.2,ENST00000453543.1,ENST00000421503.2,ENST00000249064.4","ENST00000443309,ENST00000453543,ENST00000421503,ENST00000448492,ENST00000249064,ENST00000432510",ENSG00000159873,ENSG00000159873.5,SE,False,False,False,False,False,False,False,ENSG00000159873
chr22:29195141:29195030|29195045:-@chr22:29193065:29193193:-,protein_coding,XBP1,"ENST00000216037.6,ENST00000403532.3,ENST00000482720.1,ENST00000344347.5,ENST00000405219.3","ENST00000403532,ENST00000405219,ENST00000344347,ENST00000482720,ENST00000216037",ENSG00000100219,ENSG00000100219.12,A5SS,False,False,False,False,False,False,True,ENSG00000100219
chr22:29196286:29196560:-@chr22:29195030:29195141:-@chr22:29193065:29193193:-,protein_coding,XBP1,"ENST00000216037.6,ENST00000403532.3,ENST00000482720.1,ENST00000405219.3,ENST00000344347.5","ENST00000403532,ENST00000482720,ENST00000344347,ENST00000216037,ENST00000405219",ENSG00000100219,ENSG00000100219.12,SE,False,False,False,False,False,False,True,ENSG00000100219
chr22:29196286:29196560:-@chr22:29195045:29195141:-@chr22:29193065:29193193:-,protein_coding,XBP1,"ENST00000216037.6,ENST00000403532.3,ENST00000482720.1,ENST00000405219.3,ENST00000344347.5","ENST00000403532,ENST00000482720,ENST00000344347,ENST00000216037,ENST00000405219",ENSG00000100219,ENSG00000100219.12,SE,False,False,False,False,False,False,True,ENSG00000100219
chr22:29632326:29632764:+@chr22:29632765:29633805:+,protein_coding,EMID1,"ENST00000404820.3,ENST00000487477.1,ENST00000334018.6,ENST00000404755.3,ENST00000488820.2,ENST00000433143.1","ENST00000488820,ENST00000334018,ENST00000404820,ENST00000404755,ENST00000433143,ENST00000487477",ENSG00000186998,ENSG00000186998.11,TANDEMUTR,False,False,False,False,False,False,False,ENSG00000186998
chr22:29650192:29650276:+@chr22:29651260:29651350:+@chr22:29654806:29655586:+,protein_coding,EMID1,"ENST00000404820.3,ENST00000334018.6,ENST00000404755.3,ENST00000488820.2","ENST00000488820,ENST00000334018,ENST00000404820,ENST00000404755",ENSG00000186998,ENSG00000186998.11,SE,False,False,False,False,False,False,False,ENSG00000186998
chr22:29659824:29660207:-@chr22:29656853|29656857:29656691:-,protein_coding,RHBDD3,"ENST00000496342.1,ENST00000414672.1,ENST00000216085.7,ENST00000413137.2","ENST00000413137,ENST00000216085,ENST00000496342,ENST00000414672",ENSG00000100263,ENSG00000100263.9,A3SS,False,False,False,False,False,False,False,ENSG00000100263
chr22:29661468:29661657:-@chr22:29659824:29660207:-@chr22:29657189:29657414:-@chr22:29656691:29656857:-,protein_coding,RHBDD3,"ENST00000496342.1,ENST00000414672.1,ENST00000406335.1,ENST00000216085.7,ENST00000413137.2","ENST00000413137,ENST00000406335,ENST00000216085,ENST00000496342,ENST00000414672",ENSG00000100263,ENSG00000100263.9,MXE,False,False,False,False,False,False,False,ENSG00000100263
chr22:29663566:29663324|29663415:-@chr22:29661468:29661657:-,protein_coding,RHBDD3,"ENST00000413137.2,ENST00000406335.1,ENST00000216085.7,ENST00000493894.1,ENST00000414672.1,ENST00000488106.1","ENST00000493894,ENST00000488106,ENST00000414672,ENST00000406335,ENST00000216085,ENST00000413137",ENSG00000100263,ENSG00000100263.9,A5SS,False,False,False,False,False,False,False,ENSG00000100263
chr22:29668369:29668420:+@chr22:29669727|29669730:29669853:+,protein_coding,EWSR1,"ENST00000415761.1,ENST00000485037.1,ENST00000397938.2,ENST00000493426.1,ENST00000332035.6,ENST00000414183.2,ENST00000333395.6,ENST00000447973.1,ENST00000331029.7,ENST00000437155.2,ENST00000483415.1,ENST00000455726.1,ENST00000436425.1,ENST00000406548.1,ENST00000332050.6","ENST00000414183,ENST00000333395,ENST00000455726,ENST00000447973,ENST00000485037,ENST00000493426,ENST00000483415,ENST00000397938,ENST00000332050,ENST00000436425,ENST00000332035,ENST00000406548,ENST00000415761,ENST00000437155,ENST00000331029",ENSG00000182944,ENSG00000182944.13,A3SS,False,True,True,False,False,False,False,ENSG00000182944
chr22:29669730:29669853:+@chr22:29670254:29670271:+@chr22:29674019:29674205:+,protein_coding,EWSR1,"ENST00000485037.1,ENST00000397938.2,ENST00000332035.6,ENST00000414183.2,ENST00000333395.6,ENST00000437155.2,ENST00000331029.7,ENST00000436425.1,ENST00000447973.1,ENST00000483415.1,ENST00000455726.1,ENST00000444626.1,ENST00000406548.1,ENST00000332050.6","ENST00000414183,ENST00000333395,ENST00000455726,ENST00000436425,ENST00000485037,ENST00000483415,ENST00000397938,ENST00000332050,ENST00000444626,ENST00000332035,ENST00000406548,ENST00000437155,ENST00000447973,ENST00000331029",ENSG00000182944,ENSG00000182944.13,SE,False,True,True,False,False,False,False,ENSG00000182944
chr22:29669730:29669853:+@chr22:29670254|29670257:29670271:+,protein_coding,EWSR1,"ENST00000485037.1,ENST00000397938.2,ENST00000332035.6,ENST00000414183.2,ENST00000333395.6,ENST00000331029.7,ENST00000436425.1,ENST00000483415.1,ENST00000455726.1,ENST00000444626.1,ENST00000406548.1,ENST00000332050.6","ENST00000414183,ENST00000333395,ENST00000455726,ENST00000436425,ENST00000485037,ENST00000483415,ENST00000397938,ENST00000332050,ENST00000444626,ENST00000332035,ENST00000406548,ENST00000331029",ENSG00000182944,ENSG00000182944.13,A3SS,False,True,True,False,False,False,False,ENSG00000182944
chr22:29669730:29669853:+@chr22:29670257:29670271:+@chr22:29674019:29674205:+,protein_coding,EWSR1,"ENST00000485037.1,ENST00000397938.2,ENST00000332035.6,ENST00000414183.2,ENST00000333395.6,ENST00000447973.1,ENST00000331029.7,ENST00000437155.2,ENST00000436425.1,ENST00000483415.1,ENST00000455726.1,ENST00000444626.1,ENST00000406548.1,ENST00000332050.6","ENST00000414183,ENST00000333395,ENST00000455726,ENST00000447973,ENST00000485037,ENST00000483415,ENST00000397938,ENST00000332050,ENST00000444626,ENST00000436425,ENST00000332035,ENST00000406548,ENST00000437155,ENST00000331029",ENSG00000182944,ENSG00000182944.13,SE,False,True,True,False,False,False,False,ENSG00000182944
chr22:29674019:29674205:+@chr22:29678379:29678546:+@chr22:29682912:29683123:+,protein_coding,EWSR1,"ENST00000415761.1,ENST00000397938.2,ENST00000479135.1,ENST00000332035.6,ENST00000414183.2,ENST00000333395.6,ENST00000437155.2,ENST00000331029.7,ENST00000447973.1,ENST00000483415.1,ENST00000455726.1,ENST00000436425.1,ENST00000406548.1,ENST00000332050.6","ENST00000414183,ENST00000333395,ENST00000455726,ENST00000447973,ENST00000479135,ENST00000483415,ENST00000397938,ENST00000332050,ENST00000436425,ENST00000332035,ENST00000406548,ENST00000415761,ENST00000437155,ENST00000331029",ENSG00000182944,ENSG00000182944.13,SE,False,True,True,False,False,False,False,ENSG00000182944
chr22:29678379:29678546:+@chr22:29682912|29682987:29683123:+,protein_coding,EWSR1,"ENST00000415761.1,ENST00000397938.2,ENST00000479135.1,ENST00000483415.1,ENST00000414183.2,ENST00000333395.6,ENST00000437155.2,ENST00000331029.7,ENST00000332035.6,ENST00000455726.1,ENST00000406548.1,ENST00000332050.6","ENST00000483415,ENST00000414183,ENST00000455726,ENST00000333395,ENST00000397938,ENST00000479135,ENST00000332050,ENST00000332035,ENST00000406548,ENST00000415761,ENST00000437155,ENST00000331029",ENSG00000182944,ENSG00000182944.13,A3SS,False,True,True,False,False,False,False,ENSG00000182944
chr22:29682912:29683123:+@chr22:29684595:29687588:+@chr22:29688126:29688158:+,protein_coding,EWSR1,"ENST00000397938.2,ENST00000479135.1,ENST00000332035.6,ENST00000414183.2,ENST00000333395.6,ENST00000437155.2,ENST00000331029.7,ENST00000483415.1,ENST00000455726.1,ENST00000406548.1,ENST00000332050.6","ENST00000414183,ENST00000333395,ENST00000455726,ENST00000483415,ENST00000479135,ENST00000332050,ENST00000332035,ENST00000406548,ENST00000397938,ENST00000437155,ENST00000331029",ENSG00000182944,ENSG00000182944.13,SE,False,True,True,False,False,False,False,ENSG00000182944
chr22:29684595:29684775:+@chr22:29687551|29687554:29687588:+,protein_coding,EWSR1,"ENST00000332035.6,ENST00000414183.2,ENST00000333395.6,ENST00000397938.2,ENST00000406548.1","ENST00000414183,ENST00000333395,ENST00000332035,ENST00000406548,ENST00000397938",ENSG00000182944,ENSG00000182944.13,A3SS,False,True,True,False,False,False,False,ENSG00000182944
chr22:29706628:29706724:+@chr22:29706817:29706988:+@chr22:29707452:29708774:+,protein_coding,GAS2L1,"ENST00000471961.1,ENST00000491016.1,ENST00000406549.3,ENST00000407647.2,ENST00000360113.2,ENST00000341313.6,ENST00000407854.1,ENST00000403764.1","ENST00000360113,ENST00000341313,ENST00000407854,ENST00000407647,ENST00000471961,ENST00000491016,ENST00000403764,ENST00000406549",ENSG00000185340,ENSG00000185340.11,SE,False,False,False,False,False,False,False,ENSG00000185340
chr22:29706628:29706724:+@chr22:29706817|29707452:29708774:+,protein_coding,GAS2L1,"ENST00000471961.1,ENST00000491016.1,ENST00000406549.3,ENST00000407647.2,ENST00000360113.2,ENST00000341313.6,ENST00000407854.1,ENST00000403764.1","ENST00000360113,ENST00000341313,ENST00000407854,ENST00000407647,ENST00000471961,ENST00000491016,ENST00000403764,ENST00000406549",ENSG00000185340,ENSG00000185340.11,A3SS,False,False,False,False,False,False,False,ENSG00000185340
chr22:29706817:29706988:+@chr22:29707452|29708132:29708774:+,protein_coding,GAS2L1,"ENST00000407854.1,ENST00000471961.1,ENST00000403764.1,ENST00000406549.3,ENST00000407647.2","ENST00000407647,ENST00000403764,ENST00000406549,ENST00000407854,ENST00000471961",ENSG00000185340,ENSG00000185340.11,A3SS,False,False,False,False,False,False,False,ENSG00000185340
chr22:29726367:29726521:-@chr22:29725701:29725709:-@chr22:29723669:29724884:-,protein_coding,AP1B1,"ENST00000415447.1,ENST00000317368.7,ENST00000482818.1,ENST00000356015.2,ENST00000432560.2,ENST00000405198.1,ENST00000357586.2,ENST00000402502.1","ENST00000357586,ENST00000402502,ENST00000432560,ENST00000415447,ENST00000317368,ENST00000482818,ENST00000356015,ENST00000405198",ENSG00000100280,ENSG00000100280.12,SE,False,False,False,False,False,False,False,ENSG00000100280
chr22:29734979:29735122:-@chr22:29730339|29730399:29730254:-,protein_coding,AP1B1,"ENST00000415447.1,ENST00000317368.7,ENST00000356015.2,ENST00000472057.1,ENST00000432560.2,ENST00000405198.1,ENST00000357586.2,ENST00000402502.1","ENST00000357586,ENST00000472057,ENST00000402502,ENST00000432560,ENST00000415447,ENST00000317368,ENST00000356015,ENST00000405198",ENSG00000100280,ENSG00000100280.12,A3SS,False,False,False,False,False,False,False,ENSG00000100280
chr22:29736645:29736846:-@chr22:29735743:29735763:-@chr22:29734979:29735122:-,protein_coding,AP1B1,"ENST00000415447.1,ENST00000317368.7,ENST00000356015.2,ENST00000472057.1,ENST00000432560.2,ENST00000405198.1,ENST00000357586.2,ENST00000402502.1","ENST00000357586,ENST00000472057,ENST00000402502,ENST00000432560,ENST00000415447,ENST00000317368,ENST00000356015,ENST00000405198",ENSG00000100280,ENSG00000100280.12,SE,False,False,False,False,False,False,False,ENSG00000100280
chr22:29747694:29747814:-@chr22:29747255|29747408:29747160:-,protein_coding,AP1B1,"ENST00000415447.1,ENST00000317368.7,ENST00000356015.2,ENST00000432560.2,ENST00000415756.1,ENST00000405198.1,ENST00000357586.2,ENST00000421126.1,ENST00000402502.1","ENST00000357586,ENST00000421126,ENST00000402502,ENST00000432560,ENST00000415447,ENST00000317368,ENST00000356015,ENST00000415756,ENST00000405198",ENSG00000100280,ENSG00000100280.12,A3SS,False,False,False,False,False,False,False,ENSG00000100280
chr22:29784413:29784572:-@chr22:29763256|29763259:29763196:-,protein_coding,AP1B1,"ENST00000415447.1,ENST00000317368.7,ENST00000473606.1,ENST00000356015.2,ENST00000357586.2,ENST00000405198.1,ENST00000432560.2,ENST00000421126.1,ENST00000402502.1","ENST00000357586,ENST00000421126,ENST00000402502,ENST00000432560,ENST00000415447,ENST00000317368,ENST00000356015,ENST00000473606,ENST00000405198",ENSG00000100280,ENSG00000100280.12,A3SS,False,False,False,False,False,False,False,ENSG00000100280
chr22:29924415:29924455:-@chr22:29924263:29924348:-@chr22:29924067:29924166:-,protein_coding,THOC5,"ENST00000358079.4,ENST00000397871.1,ENST00000397873.2,ENST00000397872.1,ENST00000484924.1,ENST00000490103.1,ENST00000443089.1,ENST00000442555.1","ENST00000397873,ENST00000397872,ENST00000442555,ENST00000484924,ENST00000358079,ENST00000490103,ENST00000397871,ENST00000443089",ENSG00000100296,ENSG00000100296.9,SE,False,False,False,False,False,False,False,ENSG00000100296
chr22:29924455:29924263|29924415:-@chr22:29924067:29924166:-,"sense_intronic,protein_coding","CTA-256D12.11,THOC5","ENST00000358079.4,ENST00000397871.1,ENST00000397873.2,ENST00000397872.1,ENST00000484924.1,ENST00000411969.1,ENST00000490103.1,ENST00000443089.1,ENST00000442555.1","ENST00000397873,ENST00000397872,ENST00000397871,ENST00000484924,ENST00000358079,ENST00000490103,ENST00000442555,ENST00000411969,ENST00000443089","ENSG00000100296,ENSG00000234208","ENSG00000234208.1,ENSG00000100296.9",A5SS,,,,,,,,ENSG00000100296
chr22:29925228:29924926|29925151:-@chr22:29924415:29924455:-,"sense_intronic,protein_coding","CTA-256D12.11,THOC5","ENST00000358079.4,ENST00000397871.1,ENST00000397873.2,ENST00000397872.1,ENST00000484924.1,ENST00000411969.1,ENST00000490103.1,ENST00000443089.1,ENST00000442555.1,ENST00000492707.1","ENST00000397873,ENST00000397872,ENST00000397871,ENST00000484924,ENST00000358079,ENST00000490103,ENST00000442555,ENST00000492707,ENST00000411969,ENST00000443089","ENSG00000100296,ENSG00000234208","ENSG00000234208.1,ENSG00000100296.9",A5SS,,,,,,,,ENSG00000100296
chr22:29927820:29927952:-@chr22:29927067:29927099:-@chr22:29925151:29925228:-,protein_coding,THOC5,"ENST00000442555.1,ENST00000358079.4,ENST00000397873.2,ENST00000397872.1,ENST00000484924.1,ENST00000490103.1,ENST00000443089.1,ENST00000397871.1,ENST00000492707.1","ENST00000397873,ENST00000397872,ENST00000397871,ENST00000484924,ENST00000358079,ENST00000490103,ENST00000442555,ENST00000492707,ENST00000443089",ENSG00000100296,ENSG00000100296.9,SE,False,False,False,False,False,False,False,ENSG00000100296
chr22:29932613:29932727:-@chr22:29927820:29927952:-@chr22:29925151:29925228:-,protein_coding,THOC5,"ENST00000442555.1,ENST00000358079.4,ENST00000397871.1,ENST00000397873.2,ENST00000397872.1,ENST00000484924.1,ENST00000490103.1,ENST00000443089.1,ENST00000488052.1,ENST00000492707.1","ENST00000397873,ENST00000397872,ENST00000397871,ENST00000484924,ENST00000358079,ENST00000490103,ENST00000488052,ENST00000442555,ENST00000492707,ENST00000443089",ENSG00000100296,ENSG00000100296.9,SE,False,False,False,False,False,False,False,ENSG00000100296
chr22:29939418:29939531:-@chr22:29938936|29938945:29938848:-,protein_coding,THOC5,"ENST00000442555.1,ENST00000414902.1,ENST00000397873.2,ENST00000397872.1,ENST00000440771.1,ENST00000358079.4,ENST00000475187.1,ENST00000490103.1,ENST00000455450.1,ENST00000397871.1,ENST00000428374.1","ENST00000397873,ENST00000414902,ENST00000397871,ENST00000397872,ENST00000475187,ENST00000358079,ENST00000490103,ENST00000442555,ENST00000428374,ENST00000440771,ENST00000455450",ENSG00000100296,ENSG00000100296.9,A3SS,False,False,False,False,False,False,False,ENSG00000100296
chr22:29939531:29939404|29939418:-@chr22:29938848:29938945:-,protein_coding,THOC5,"ENST00000358079.4,ENST00000397871.1,ENST00000397873.2,ENST00000397872.1,ENST00000428374.1,ENST00000475187.1,ENST00000490103.1,ENST00000455450.1,ENST00000442555.1,ENST00000440771.1","ENST00000397873,ENST00000397872,ENST00000397871,ENST00000475187,ENST00000358079,ENST00000490103,ENST00000442555,ENST00000428374,ENST00000440771,ENST00000455450",ENSG00000100296,ENSG00000100296.9,A5SS,False,False,False,False,False,False,False,ENSG00000100296
chr22:29949437:29949644:-@chr22:29946717:29946832:-@chr22:29945041:29945147:-,protein_coding,THOC5,"ENST00000442555.1,ENST00000418021.1,ENST00000397872.1,ENST00000397873.2,ENST00000414902.1,ENST00000428374.1,ENST00000490103.1,ENST00000397871.1,ENST00000440771.1","ENST00000397873,ENST00000397872,ENST00000397871,ENST00000414902,ENST00000490103,ENST00000442555,ENST00000428374,ENST00000440771,ENST00000418021",ENSG00000100296,ENSG00000100296.9,SE,False,False,False,False,False,False,False,ENSG00000100296
chr22:29949660:29949736:-@chr22:29946717:29946832:-@chr22:29945041:29945147:-,protein_coding,THOC5,"ENST00000397871.1,ENST00000418021.1,ENST00000397872.1,ENST00000428374.1,ENST00000414902.1,ENST00000440771.1,ENST00000490103.1,ENST00000442555.1,ENST00000397873.2","ENST00000397873,ENST00000414902,ENST00000442555,ENST00000397872,ENST00000490103,ENST00000397871,ENST00000428374,ENST00000440771,ENST00000418021",ENSG00000100296,ENSG00000100296.9,SE,False,False,False,False,False,False,False,ENSG00000100296
chr22:29965182:29965276:-@chr22:29960227:29960360:-@chr22:29957781:29957851:-,protein_coding,NIPSNAP1,"ENST00000216121.7,ENST00000415100.1,ENST00000455496.1,ENST00000437094.1","ENST00000455496,ENST00000216121,ENST00000437094,ENST00000415100",ENSG00000184117,ENSG00000184117.7,SE,False,False,False,False,False,False,False,ENSG00000184117
chr22:29976974:29977326:-@chr22:29976088:29976144:-@chr22:29966394:29966521:-,protein_coding,NIPSNAP1,"ENST00000437094.1,ENST00000216121.7,ENST00000496944.1,ENST00000415100.1,ENST00000455496.1","ENST00000415100,ENST00000455496,ENST00000216121,ENST00000437094,ENST00000496944",ENSG00000184117,ENSG00000184117.7,SE,False,False,False,False,False,False,False,ENSG00000184117
chr22:29999545:30000101:+@chr22:30024647:30024762:+@chr22:30032740:30032865:+,protein_coding,NF2,"ENST00000361166.4,ENST00000397789.3,ENST00000361676.4,ENST00000413209.2,ENST00000403435.1,ENST00000334961.7,ENST00000353887.4,ENST00000361452.4,ENST00000347330.5,ENST00000338641.4,ENST00000403999.3,ENST00000432151.1","ENST00000397789,ENST00000413209,ENST00000347330,ENST00000353887,ENST00000403999,ENST00000361166,ENST00000432151,ENST00000361676,ENST00000403435,ENST00000338641,ENST00000334961,ENST00000361452",ENSG00000186575,ENSG00000186575.13,SE,False,False,False,False,False,False,False,ENSG00000186575
chr22:29999545:30000101:+@chr22:30032740:30032865:+@chr22:30035079:30035201:+,protein_coding,NF2,"ENST00000361166.4,ENST00000397789.3,ENST00000361676.4,ENST00000413209.2,ENST00000403435.1,ENST00000361452.4,ENST00000347330.5,ENST00000338641.4,ENST00000403999.3","ENST00000397789,ENST00000413209,ENST00000347330,ENST00000403999,ENST00000361166,ENST00000361676,ENST00000403435,ENST00000338641,ENST00000361452",ENSG00000186575,ENSG00000186575.13,SE,False,False,False,False,False,False,False,ENSG00000186575
chr22:29999545:30000101:+@chr22:30032740:30032865:+@chr22:30035079:30035201:+@chr22:30038191:30038274:+,protein_coding,NF2,"ENST00000361166.4,ENST00000397789.3,ENST00000361676.4,ENST00000413209.2,ENST00000403435.1,ENST00000334961.7,ENST00000353887.4,ENST00000361452.4,ENST00000347330.5,ENST00000338641.4,ENST00000403999.3,ENST00000432151.1","ENST00000397789,ENST00000413209,ENST00000347330,ENST00000353887,ENST00000403999,ENST00000361166,ENST00000432151,ENST00000361676,ENST00000403435,ENST00000338641,ENST00000334961,ENST00000361452",ENSG00000186575,ENSG00000186575.13,MXE,False,False,False,False,False,False,False,ENSG00000186575
chr22:29999545:30000101:+@chr22:30032740:30032865:+@chr22:30038191:30038274:+,protein_coding,NF2,"ENST00000361166.4,ENST00000397789.3,ENST00000361676.4,ENST00000413209.2,ENST00000403435.1,ENST00000334961.7,ENST00000353887.4,ENST00000361452.4,ENST00000347330.5,ENST00000338641.4,ENST00000403999.3,ENST00000432151.1","ENST00000397789,ENST00000413209,ENST00000347330,ENST00000353887,ENST00000403999,ENST00000361166,ENST00000432151,ENST00000361676,ENST00000403435,ENST00000338641,ENST00000334961,ENST00000361452",ENSG00000186575,ENSG00000186575.13,SE,False,False,False,False,False,False,False,ENSG00000186575
chr22:29999545:30000101:+@chr22:30032740:30032890:+@chr22:30035079:30035201:+,protein_coding,NF2,"ENST00000361166.4,ENST00000397789.3,ENST00000361676.4,ENST00000413209.2,ENST00000403435.1,ENST00000334961.7,ENST00000353887.4,ENST00000361452.4,ENST00000347330.5,ENST00000338641.4,ENST00000403999.3,ENST00000432151.1","ENST00000397789,ENST00000413209,ENST00000347330,ENST00000353887,ENST00000403999,ENST00000361166,ENST00000432151,ENST00000361676,ENST00000403435,ENST00000338641,ENST00000334961,ENST00000361452",ENSG00000186575,ENSG00000186575.13,SE,False,False,False,False,False,False,False,ENSG00000186575
chr22:29999545:30000101:+@chr22:30035079:30035201:+@chr22:30038191:30038274:+,protein_coding,NF2,"ENST00000361166.4,ENST00000397789.3,ENST00000361452.4,ENST00000413209.2,ENST00000403435.1,ENST00000334961.7,ENST00000353887.4,ENST00000361676.4,ENST00000347330.5,ENST00000338641.4,ENST00000403999.3,ENST00000432151.1","ENST00000397789,ENST00000413209,ENST00000347330,ENST00000353887,ENST00000403999,ENST00000361166,ENST00000432151,ENST00000361452,ENST00000403435,ENST00000338641,ENST00000334961,ENST00000361676",ENSG00000186575,ENSG00000186575.13,SE,False,False,False,False,False,False,False,ENSG00000186575
chr22:30004427:30005720:+@chr22:30005721:30006059:+,"pseudogene,protein_coding","NF2,RPEP4","ENST00000361166.4,ENST00000397789.3,ENST00000361676.4,ENST00000413209.2,ENST00000403435.1,ENST00000334961.7,ENST00000353887.4,ENST00000361452.4,ENST00000347330.5,ENST00000437636.1,ENST00000338641.4,ENST00000403999.3,ENST00000432151.1","ENST00000397789,ENST00000413209,ENST00000347330,ENST00000353887,ENST00000437636,ENST00000403999,ENST00000361166,ENST00000432151,ENST00000361676,ENST00000403435,ENST00000338641,ENST00000334961,ENST00000361452","ENSG00000186575,ENSG00000233010","ENSG00000233010.1,ENSG00000186575.13",TANDEMUTR,,,,,,,,ENSG00000186575
chr22:30008604:30009068:-@chr22:30007667:30008603:-,,,,,,,TANDEMUTR,,,,,,,,
chr22:30032740:30032865:+@chr22:30035079:30035201:+@chr22:30038191:30038274:+,protein_coding,NF2,"ENST00000361166.4,ENST00000397789.3,ENST00000361676.4,ENST00000413209.2,ENST00000403435.1,ENST00000334961.7,ENST00000353887.4,ENST00000361452.4,ENST00000347330.5,ENST00000338641.4,ENST00000403999.3,ENST00000432151.1","ENST00000397789,ENST00000413209,ENST00000347330,ENST00000353887,ENST00000403999,ENST00000361166,ENST00000432151,ENST00000361676,ENST00000403435,ENST00000338641,ENST00000334961,ENST00000361452",ENSG00000186575,ENSG00000186575.13,SE,False,False,False,False,False,False,False,ENSG00000186575
