,biomark_neural_panel,confident_rbp,gencode_id,gene_name,gene_status,gene_type,havana_gene,level,rbp,ribosomal,ribosomal_subunit,synapse,tag,transcript_id,transcript_name,transcript_status,transcript_type,transcription_factor
ENSG00000266503,False,False,ENSG00000266503.1,RN7SL162P,KNOWN,misc_RNA,,3,False,False,False,False,,ENSG00000266503.1,RN7SL162P,KNOWN,misc_RNA,False
ENSG00000183765,False,False,ENSG00000183765.16,CHEK2,KNOWN,protein_coding,OTTHUMG00000151023.21,1,False,False,False,False,,ENSG00000183765.16,CHEK2,KNOWN,protein_coding,False
ENSG00000100209,False,False,ENSG00000100209.5,HSCB,KNOWN,protein_coding,OTTHUMG00000151092.1,2,False,False,False,False,,ENSG00000100209.5,HSCB,KNOWN,protein_coding,False
ENSG00000159873,False,False,ENSG00000159873.5,CCDC117,KNOWN,protein_coding,OTTHUMG00000151091.1,2,False,False,False,False,,ENSG00000159873.5,CCDC117,KNOWN,protein_coding,False
ENSG00000100219,False,False,ENSG00000100219.12,XBP1,KNOWN,protein_coding,OTTHUMG00000151094.2,1,False,False,False,False,,ENSG00000100219.12,XBP1,KNOWN,protein_coding,True
ENSG00000226471,False,False,ENSG00000226471.2,CTA-292E10.6,NOVEL,antisense,OTTHUMG00000151093.2,1,False,False,False,False,,ENSG00000226471.2,CTA-292E10.6,NOVEL,antisense,False
ENSG00000272858,False,False,ENSG00000272858.1,CTA-292E10.8,NOVEL,sense_intronic,OTTHUMG00000186156.1,2,False,False,False,False,,ENSG00000272858.1,CTA-292E10.8,NOVEL,sense_intronic,False
ENSG00000224256,False,False,ENSG00000224256.1,CTA-292E10.7,KNOWN,pseudogene,OTTHUMG00000151116.1,1,False,False,False,False,pseudo_consens,ENSG00000224256.1,CTA-292E10.7,KNOWN,pseudogene,False
ENSG00000183579,False,False,ENSG00000183579.11,ZNRF3,KNOWN,protein_coding,OTTHUMG00000151009.2,2,False,False,False,False,,ENSG00000183579.11,ZNRF3,KNOWN,protein_coding,False
ENSG00000235786,False,False,ENSG00000235786.1,ZNRF3-IT1,NOVEL,sense_intronic,OTTHUMG00000151010.1,2,False,False,False,False,,ENSG00000235786.1,ZNRF3-IT1,NOVEL,sense_intronic,False
ENSG00000177993,False,False,ENSG00000177993.3,ZNRF3-AS1,NOVEL,antisense,OTTHUMG00000153511.1,2,False,False,False,False,,ENSG00000177993.3,ZNRF3-AS1,NOVEL,antisense,False
ENSG00000100249,False,False,ENSG00000100249.4,C22orf31,KNOWN,protein_coding,OTTHUMG00000151011.1,2,False,False,False,False,,ENSG00000100249.4,C22orf31,KNOWN,protein_coding,False
ENSG00000183762,False,False,ENSG00000183762.8,KREMEN1,KNOWN,protein_coding,OTTHUMG00000030987.3,2,False,False,False,False,ncRNA_host,ENSG00000183762.8,KREMEN1,KNOWN,protein_coding,False
ENSG00000226772,False,False,ENSG00000226772.1,CTA-747E2.10,NOVEL,antisense,OTTHUMG00000151012.1,2,False,False,False,False,,ENSG00000226772.1,CTA-747E2.10,NOVEL,antisense,False
ENSG00000200871,False,False,ENSG00000200871.1,RNU6-810P,KNOWN,snRNA,,3,False,False,False,False,,ENSG00000200871.1,RNU6-810P,KNOWN,snRNA,False
ENSG00000251952,False,False,ENSG00000251952.1,RNU6-1219P,KNOWN,snRNA,,3,False,False,False,False,,ENSG00000251952.1,RNU6-1219P,KNOWN,snRNA,False
ENSG00000186998,False,False,ENSG00000186998.11,EMID1,KNOWN,protein_coding,OTTHUMG00000151013.7,2,False,False,False,False,,ENSG00000186998.11,EMID1,KNOWN,protein_coding,False
ENSG00000100263,False,False,ENSG00000100263.9,RHBDD3,KNOWN,protein_coding,OTTHUMG00000151032.2,1,False,False,False,False,,ENSG00000100263.9,RHBDD3,KNOWN,protein_coding,False
ENSG00000237015,False,False,ENSG00000237015.1,CTA-984G1.5,NOVEL,antisense,OTTHUMG00000151156.1,1,False,False,False,False,,ENSG00000237015.1,CTA-984G1.5,NOVEL,antisense,False
ENSG00000182944,False,True,ENSG00000182944.13,EWSR1,KNOWN,protein_coding,OTTHUMG00000151107.7,1,True,False,False,False,,ENSG00000182944.13,EWSR1,KNOWN,protein_coding,False
ENSG00000185340,False,False,ENSG00000185340.11,GAS2L1,KNOWN,protein_coding,OTTHUMG00000151108.3,1,False,False,False,False,,ENSG00000185340.11,GAS2L1,KNOWN,protein_coding,False
ENSG00000100276,False,False,ENSG00000100276.9,RASL10A,KNOWN,protein_coding,OTTHUMG00000151106.2,2,False,False,False,False,,ENSG00000100276.9,RASL10A,KNOWN,protein_coding,False
ENSG00000273216,False,False,ENSG00000273216.1,AC002059.10,NOVEL,sense_intronic,OTTHUMG00000186150.1,2,False,False,False,False,,ENSG00000273216.1,AC002059.10,NOVEL,sense_intronic,False
ENSG00000100280,False,False,ENSG00000100280.12,AP1B1,KNOWN,protein_coding,OTTHUMG00000151109.2,2,False,False,False,False,ncRNA_host,ENSG00000100280.12,AP1B1,KNOWN,protein_coding,False
ENSG00000239127,False,False,ENSG00000239127.1,SNORD125,KNOWN,snoRNA,,3,False,False,False,False,,ENSG00000239127.1,SNORD125,KNOWN,snoRNA,False
ENSG00000242156,False,False,ENSG00000242156.1,AC000041.8,KNOWN,pseudogene,OTTHUMG00000151154.1,2,False,False,False,False,,ENSG00000242156.1,AC000041.8,KNOWN,pseudogene,False
ENSG00000225465,False,False,ENSG00000225465.6,RFPL1S,KNOWN,antisense,OTTHUMG00000030476.6,2,False,False,False,False,,ENSG00000225465.6,RFPL1S,KNOWN,antisense,False
ENSG00000128250,False,False,ENSG00000128250.5,RFPL1,KNOWN,protein_coding,OTTHUMG00000150516.1,2,False,False,False,False,,ENSG00000128250.5,RFPL1,KNOWN,protein_coding,False
ENSG00000100285,False,False,ENSG00000100285.9,NEFH,KNOWN,protein_coding,OTTHUMG00000151155.2,2,False,False,False,False,,ENSG00000100285.9,NEFH,KNOWN,protein_coding,False
ENSG00000100296,False,False,ENSG00000100296.9,THOC5,KNOWN,protein_coding,OTTHUMG00000151291.9,2,False,False,False,False,,ENSG00000100296.9,THOC5,KNOWN,protein_coding,False
ENSG00000234208,False,False,ENSG00000234208.1,CTA-256D12.11,NOVEL,sense_intronic,OTTHUMG00000151293.1,2,False,False,False,False,,ENSG00000234208.1,CTA-256D12.11,NOVEL,sense_intronic,False
ENSG00000184117,False,False,ENSG00000184117.7,NIPSNAP1,KNOWN,protein_coding,OTTHUMG00000151294.1,1,False,False,False,False,,ENSG00000184117.7,NIPSNAP1,KNOWN,protein_coding,False
ENSG00000186575,False,False,ENSG00000186575.13,NF2,KNOWN,protein_coding,OTTHUMG00000030727.4,2,False,False,False,False,,ENSG00000186575.13,NF2,KNOWN,protein_coding,False
ENSG00000233010,False,False,ENSG00000233010.1,RPEP4,KNOWN,pseudogene,OTTHUMG00000155625.1,1,False,False,False,False,pseudo_consens,ENSG00000233010.1,RPEP4,KNOWN,pseudogene,False
ENSG00000232396,False,False,ENSG00000232396.2,RP1-76B20.11,NOVEL,antisense,OTTHUMG00000151279.2,1,False,False,False,False,,ENSG00000232396.2,RP1-76B20.11,NOVEL,antisense,False
ENSG00000239446,False,False,ENSG00000239446.1,RP1-76B20.12,NOVEL,antisense,OTTHUMG00000151281.1,2,False,False,False,False,,ENSG00000239446.1,RP1-76B20.12,NOVEL,antisense,False
ENSG00000100314,False,False,ENSG00000100314.3,CABP7,KNOWN,protein_coding,OTTHUMG00000151282.1,2,False,False,False,False,,ENSG00000100314.3,CABP7,KNOWN,protein_coding,False
ENSG00000100319,False,False,ENSG00000100319.11,ZMAT5,KNOWN,protein_coding,OTTHUMG00000151292.1,2,False,False,False,False,,ENSG00000100319.11,ZMAT5,KNOWN,protein_coding,False
ENSG00000200976,False,False,ENSG00000200976.1,Y_RNA,NOVEL,misc_RNA,,3,False,False,False,False,,ENSG00000200976.1,Y_RNA,NOVEL,misc_RNA,False
ENSG00000184076,False,False,ENSG00000184076.10,UQCR10,KNOWN,protein_coding,OTTHUMG00000151283.2,2,False,False,False,False,,ENSG00000184076.10,UQCR10,KNOWN,protein_coding,False
ENSG00000100325,False,False,ENSG00000100325.10,ASCC2,KNOWN,protein_coding,OTTHUMG00000067658.5,1,False,False,False,False,,ENSG00000100325.10,ASCC2,KNOWN,protein_coding,False
ENSG00000100330,False,False,ENSG00000100330.11,MTMR3,KNOWN,protein_coding,OTTHUMG00000151278.2,1,False,False,False,False,ncRNA_host,ENSG00000100330.11,MTMR3,KNOWN,protein_coding,False
ENSG00000207455,False,False,ENSG00000207455.1,RNU6-331P,KNOWN,snRNA,,3,False,False,False,False,,ENSG00000207455.1,RNU6-331P,KNOWN,snRNA,False
ENSG00000221736,False,False,ENSG00000221736.1,AC003681.1,NOVEL,miRNA,,3,False,False,False,False,,ENSG00000221736.1,AC003681.1,NOVEL,miRNA,False
ENSG00000227117,False,False,ENSG00000227117.2,CTA-85E5.10,NOVEL,antisense,OTTHUMG00000151289.2,1,False,False,False,False,,ENSG00000227117.2,CTA-85E5.10,NOVEL,antisense,False
ENSG00000227201,False,False,ENSG00000227201.2,CNN2P1,KNOWN,pseudogene,OTTHUMG00000151269.1,1,False,False,False,False,pseudo_consens,ENSG00000227201.2,CNN2P1,KNOWN,pseudogene,False
ENSG00000176635,False,False,ENSG00000176635.13,HORMAD2,KNOWN,protein_coding,OTTHUMG00000150881.3,2,False,False,False,False,,ENSG00000176635.13,HORMAD2,KNOWN,protein_coding,False
ENSG00000226573,False,False,ENSG00000226573.1,CTA-85E5.7,KNOWN,pseudogene,OTTHUMG00000150895.1,1,False,False,False,False,pseudo_consens,ENSG00000226573.1,CTA-85E5.7,KNOWN,pseudogene,False
ENSG00000225971,False,False,ENSG00000225971.1,CTA-85E5.6,KNOWN,pseudogene,OTTHUMG00000150894.1,1,False,False,False,False,pseudo_consens,ENSG00000225971.1,CTA-85E5.6,KNOWN,pseudogene,False
ENSG00000225676,False,False,ENSG00000225676.1,RP3-438O4.4,NOVEL,antisense,OTTHUMG00000150912.1,1,False,False,False,False,,ENSG00000225676.1,RP3-438O4.4,NOVEL,antisense,False
ENSG00000232530,False,False,ENSG00000232530.1,RP1-102K2.6,NOVEL,antisense,OTTHUMG00000150909.1,2,False,False,False,False,,ENSG00000232530.1,RP1-102K2.6,NOVEL,antisense,False
ENSG00000128342,False,False,ENSG00000128342.4,LIF,KNOWN,protein_coding,OTTHUMG00000150910.2,2,False,False,False,False,,ENSG00000128342.4,LIF,KNOWN,protein_coding,False
ENSG00000268812,False,False,ENSG00000268812.2,RP1-102K2.8,NOVEL,antisense,OTTHUMG00000186198.1,2,False,False,False,False,,ENSG00000268812.2,RP1-102K2.8,NOVEL,antisense,False
ENSG00000099985,False,False,ENSG00000099985.3,OSM,KNOWN,protein_coding,OTTHUMG00000150913.1,1,False,False,False,False,,ENSG00000099985.3,OSM,KNOWN,protein_coding,False
ENSG00000239282,False,False,ENSG00000239282.3,GATSL3,KNOWN,protein_coding,OTTHUMG00000150929.3,2,False,False,False,False,,ENSG00000239282.3,GATSL3,KNOWN,protein_coding,False
ENSG00000248751,False,False,ENSG00000248751.2,RP1-130H16.18,NOVEL,protein_coding,OTTHUMG00000162144.1,1,False,False,False,False,,ENSG00000248751.2,RP1-130H16.18,NOVEL,protein_coding,False
ENSG00000099992,False,False,ENSG00000099992.11,TBC1D10A,KNOWN,protein_coding,OTTHUMG00000150924.2,1,False,False,False,False,,ENSG00000099992.11,TBC1D10A,KNOWN,protein_coding,False
ENSG00000099995,False,True,ENSG00000099995.14,SF3A1,KNOWN,protein_coding,OTTHUMG00000151005.2,2,True,False,False,False,,ENSG00000099995.14,SF3A1,KNOWN,protein_coding,False
ENSG00000187860,False,False,ENSG00000187860.6,CCDC157,KNOWN,protein_coding,OTTHUMG00000151007.2,2,False,False,False,False,,ENSG00000187860.6,CCDC157,KNOWN,protein_coding,False
ENSG00000241528,False,False,ENSG00000241528.1,RP1-130H16.16,NOVEL,antisense,OTTHUMG00000151008.1,1,False,False,False,False,,ENSG00000241528.1,RP1-130H16.16,NOVEL,antisense,False
ENSG00000099999,False,False,ENSG00000099999.10,RNF215,KNOWN,protein_coding,OTTHUMG00000151016.4,2,False,False,False,False,,ENSG00000099999.10,RNF215,KNOWN,protein_coding,False
ENSG00000100003,False,False,ENSG00000100003.13,SEC14L2,KNOWN,protein_coding,OTTHUMG00000151024.23,2,False,False,False,False,ncRNA_host,ENSG00000100003.13,SEC14L2,KNOWN,protein_coding,False
ENSG00000249590,False,False,ENSG00000249590.3,RP4-539M6.19,NOVEL,protein_coding,OTTHUMG00000160853.2,2,False,False,False,False,ncRNA_host,ENSG00000249590.3,RP4-539M6.19,NOVEL,protein_coding,False
ENSG00000268538,False,False,ENSG00000268538.1,KIAA1658,KNOWN,protein_coding,,3,False,False,False,False,,ENSG00000268538.1,KIAA1658,KNOWN,protein_coding,False
ENSG00000273350,False,False,ENSG00000273350.1,RP4-539M6.20,NOVEL,sense_intronic,OTTHUMG00000186200.1,2,False,False,False,False,,ENSG00000273350.1,RP4-539M6.20,NOVEL,sense_intronic,False
ENSG00000222915,False,False,ENSG00000222915.1,RNU6-564P,KNOWN,snRNA,,3,False,False,False,False,,ENSG00000222915.1,RNU6-564P,KNOWN,snRNA,False
ENSG00000272689,False,False,ENSG00000272689.1,RP4-539M6.21,NOVEL,sense_intronic,OTTHUMG00000186201.1,2,False,False,False,False,,ENSG00000272689.1,RP4-539M6.21,NOVEL,sense_intronic,False
ENSG00000242114,False,False,ENSG00000242114.1,MTFP1,KNOWN,protein_coding,OTTHUMG00000151057.3,2,False,False,False,False,,ENSG00000242114.1,MTFP1,KNOWN,protein_coding,False
ENSG00000273428,False,False,ENSG00000273428.1,RP4-539M6.22,NOVEL,lincRNA,OTTHUMG00000186202.1,2,False,False,False,False,,ENSG00000273428.1,RP4-539M6.22,NOVEL,lincRNA,False
ENSG00000203606,False,False,ENSG00000203606.3,AC004832.1,NOVEL,pseudogene,,3,False,False,False,False,,ENSG00000203606.3,AC004832.1,NOVEL,pseudogene,False
ENSG00000230137,False,False,ENSG00000230137.1,RP4-539M6.18,KNOWN,pseudogene,OTTHUMG00000151268.1,2,False,False,False,False,,ENSG00000230137.1,RP4-539M6.18,KNOWN,pseudogene,False
ENSG00000100012,False,False,ENSG00000100012.7,SEC14L3,KNOWN,protein_coding,OTTHUMG00000151259.4,2,False,False,False,False,,ENSG00000100012.7,SEC14L3,KNOWN,protein_coding,False
ENSG00000214161,False,False,ENSG00000214161.3,SDC4P,KNOWN,pseudogene,OTTHUMG00000151266.1,1,False,False,False,False,pseudo_consens,ENSG00000214161.3,SDC4P,KNOWN,pseudogene,False
ENSG00000181123,False,False,ENSG00000181123.4,RP4-539M6.14,NOVEL,antisense,OTTHUMG00000151260.3,1,False,False,False,False,,ENSG00000181123.4,RP4-539M6.14,NOVEL,antisense,False
ENSG00000133488,False,False,ENSG00000133488.10,SEC14L4,KNOWN,protein_coding,OTTHUMG00000151258.1,1,False,False,False,False,,ENSG00000133488.10,SEC14L4,KNOWN,protein_coding,False
ENSG00000214491,False,False,ENSG00000214491.4,SEC14L6,KNOWN,protein_coding,OTTHUMG00000151267.2,1,False,False,False,False,,ENSG00000214491.4,SEC14L6,KNOWN,protein_coding,False
ENSG00000225774,False,False,ENSG00000225774.1,SIRPAP1,KNOWN,pseudogene,OTTHUMG00000151257.1,2,False,False,False,False,,ENSG00000225774.1,SIRPAP1,KNOWN,pseudogene,False
ENSG00000128242,False,False,ENSG00000128242.8,GAL3ST1,KNOWN,protein_coding,OTTHUMG00000151200.2,2,False,False,False,False,,ENSG00000128242.8,GAL3ST1,KNOWN,protein_coding,False
ENSG00000100029,False,False,ENSG00000100029.13,PES1,KNOWN,protein_coding,OTTHUMG00000151077.4,1,False,True,False,False,,ENSG00000100029.13,PES1,KNOWN,protein_coding,False
ENSG00000223831,False,False,ENSG00000223831.1,RP1-56J10.8,NOVEL,sense_intronic,OTTHUMG00000151090.1,2,False,False,False,False,,ENSG00000223831.1,RP1-56J10.8,NOVEL,sense_intronic,False
ENSG00000185339,False,False,ENSG00000185339.4,TCN2,KNOWN,protein_coding,OTTHUMG00000151095.2,1,False,False,False,False,,ENSG00000185339.4,TCN2,KNOWN,protein_coding,False
ENSG00000100036,False,False,ENSG00000100036.11,SLC35E4,KNOWN,protein_coding,OTTHUMG00000151110.1,2,False,False,False,False,,ENSG00000100036.11,SLC35E4,KNOWN,protein_coding,False
ENSG00000167065,False,False,ENSG00000167065.9,DUSP18,KNOWN,protein_coding,OTTHUMG00000151115.2,1,False,False,False,False,,ENSG00000167065.9,DUSP18,KNOWN,protein_coding,False
ENSG00000250318,False,False,ENSG00000250318.1,CTA-963H5.5,KNOWN,pseudogene,OTTHUMG00000151111.1,2,False,False,False,False,,ENSG00000250318.1,CTA-963H5.5,KNOWN,pseudogene,False
ENSG00000184792,False,False,ENSG00000184792.11,OSBP2,KNOWN,protein_coding,OTTHUMG00000151153.3,1,False,False,False,False,ncRNA_host,ENSG00000184792.11,OSBP2,KNOWN,protein_coding,False
ENSG00000264661,False,False,ENSG00000264661.1,MIR3200,KNOWN,miRNA,,3,False,False,False,False,,ENSG00000264661.1,MIR3200,KNOWN,miRNA,False
ENSG00000237977,False,False,ENSG00000237977.1,EIF4HP2,KNOWN,pseudogene,OTTHUMG00000151158.1,1,False,False,False,False,pseudo_consens,ENSG00000237977.1,EIF4HP2,KNOWN,pseudogene,False
ENSG00000235989,False,False,ENSG00000235989.3,MORC2-AS1,KNOWN,antisense,OTTHUMG00000150197.3,1,False,False,False,False,,ENSG00000235989.3,MORC2-AS1,KNOWN,antisense,False
ENSG00000133422,False,False,ENSG00000133422.8,MORC2,KNOWN,protein_coding,OTTHUMG00000151193.4,2,False,False,False,False,,ENSG00000133422.8,MORC2,KNOWN,protein_coding,False
ENSG00000253352,False,False,ENSG00000253352.4,TUG1,KNOWN,antisense,OTTHUMG00000030444.4,2,False,False,False,False,,ENSG00000253352.4,TUG1,KNOWN,antisense,False
ENSG00000269987,False,False,ENSG00000269987.1,RP3-430N8.11,NOVEL,lincRNA,OTTHUMG00000183897.1,2,False,False,False,False,,ENSG00000269987.1,RP3-430N8.11,NOVEL,lincRNA,False
ENSG00000269972,False,False,ENSG00000269972.1,RP3-430N8.10,NOVEL,lincRNA,OTTHUMG00000183898.1,2,False,False,False,False,,ENSG00000269972.1,RP3-430N8.10,NOVEL,lincRNA,False
ENSG00000240186,False,False,ENSG00000240186.2,RN7SL633P,KNOWN,misc_RNA,,3,False,False,False,False,,ENSG00000240186.2,RN7SL633P,KNOWN,misc_RNA,False
ENSG00000183963,False,False,ENSG00000183963.14,SMTN,KNOWN,protein_coding,OTTHUMG00000151203.4,1,False,False,False,False,,ENSG00000183963.14,SMTN,KNOWN,protein_coding,False
ENSG00000273387,False,False,ENSG00000273387.1,RP3-412A9.16,NOVEL,antisense,OTTHUMG00000186126.1,2,False,False,False,False,,ENSG00000273387.1,RP3-412A9.16,NOVEL,antisense,False
ENSG00000198832,False,False,ENSG00000198832.6,SELM,KNOWN,protein_coding,OTTHUMG00000151207.1,2,False,False,False,False,,ENSG00000198832.6,SELM,KNOWN,protein_coding,False
ENSG00000235573,False,False,ENSG00000235573.2,RP3-412A9.12,KNOWN,pseudogene,OTTHUMG00000151205.2,1,False,False,False,False,pseudo_consens,ENSG00000235573.2,RP3-412A9.12,KNOWN,pseudogene,False
ENSG00000185133,False,False,ENSG00000185133.9,INPP5J,KNOWN,protein_coding,OTTHUMG00000151206.9,2,False,False,False,False,,ENSG00000185133.9,INPP5J,KNOWN,protein_coding,False
ENSG00000100078,False,False,ENSG00000100078.3,PLA2G3,KNOWN,protein_coding,OTTHUMG00000151255.1,2,False,False,False,False,,ENSG00000100078.3,PLA2G3,KNOWN,protein_coding,False
ENSG00000214125,False,False,ENSG00000214125.2,RP3-412A9.15,KNOWN,pseudogene,OTTHUMG00000151250.1,1,False,False,False,False,pseudo_consens,ENSG00000214125.2,RP3-412A9.15,KNOWN,pseudogene,False
ENSG00000264141,False,False,ENSG00000264141.1,MIR3928,KNOWN,miRNA,,3,False,False,False,False,,ENSG00000264141.1,MIR3928,KNOWN,miRNA,False
ENSG00000138942,False,False,ENSG00000138942.11,RNF185,KNOWN,protein_coding,OTTHUMG00000151253.3,2,False,False,False,False,,ENSG00000138942.11,RNF185,KNOWN,protein_coding,False
ENSG00000254835,False,False,ENSG00000254835.1,RNF185-AS1,NOVEL,antisense,OTTHUMG00000166845.1,2,False,False,False,False,,ENSG00000254835.1,RNF185-AS1,NOVEL,antisense,False
ENSG00000182541,False,False,ENSG00000182541.13,LIMK2,KNOWN,protein_coding,OTTHUMG00000151251.1,2,False,False,False,False,,ENSG00000182541.13,LIMK2,KNOWN,protein_coding,False
ENSG00000199695,False,False,ENSG00000199695.1,RNU6-1128P,KNOWN,snRNA,,3,False,False,False,False,,ENSG00000199695.1,RNU6-1128P,KNOWN,snRNA,False
ENSG00000202019,False,False,ENSG00000202019.1,Y_RNA,NOVEL,misc_RNA,,3,False,False,False,False,,ENSG00000202019.1,Y_RNA,NOVEL,misc_RNA,False
ENSG00000100100,False,False,ENSG00000100100.8,PIK3IP1,KNOWN,protein_coding,OTTHUMG00000151256.1,2,False,False,False,False,,ENSG00000100100.8,PIK3IP1,KNOWN,protein_coding,False
ENSG00000228839,False,False,ENSG00000228839.1,RP3-400N23.6,NOVEL,antisense,OTTHUMG00000151249.1,1,False,False,False,False,ncRNA_host,ENSG00000228839.1,RP3-400N23.6,NOVEL,antisense,False
ENSG00000212542,False,False,ENSG00000212542.1,RNA5SP496,KNOWN,rRNA,,3,False,False,False,False,,ENSG00000212542.1,RNA5SP496,KNOWN,rRNA,False
ENSG00000100105,False,False,ENSG00000100105.13,PATZ1,KNOWN,protein_coding,OTTHUMG00000151254.1,2,False,False,False,False,,ENSG00000100105.13,PATZ1,KNOWN,protein_coding,True
ENSG00000213888,False,False,ENSG00000213888.2,AC005003.1,KNOWN,protein_coding,,3,False,False,False,False,,ENSG00000213888.2,AC005003.1,KNOWN,protein_coding,False
ENSG00000206615,False,False,ENSG00000206615.1,RNU6-338P,KNOWN,snRNA,,3,False,False,False,False,,ENSG00000206615.1,RNU6-338P,KNOWN,snRNA,False
ENSG00000185721,False,False,ENSG00000185721.7,DRG1,KNOWN,protein_coding,OTTHUMG00000030792.11,2,False,False,False,False,,ENSG00000185721.7,DRG1,KNOWN,protein_coding,False
ENSG00000184708,False,False,ENSG00000184708.13,EIF4ENIF1,KNOWN,protein_coding,OTTHUMG00000030793.10,1,False,False,False,False,ncRNA_host,ENSG00000184708.13,EIF4ENIF1,KNOWN,protein_coding,False
ENSG00000240591,False,False,ENSG00000240591.1,RP11-247I13.11,NOVEL,antisense,OTTHUMG00000159059.1,2,False,False,False,False,,ENSG00000240591.1,RP11-247I13.11,NOVEL,antisense,False
ENSG00000224623,False,False,ENSG00000224623.1,RP11-247I13.8,NOVEL,antisense,OTTHUMG00000057563.1,2,False,False,False,False,,ENSG00000224623.1,RP11-247I13.8,NOVEL,antisense,False
ENSG00000199248,False,False,ENSG00000199248.1,RNU6-28P,KNOWN,snRNA,,3,False,False,False,False,,ENSG00000199248.1,RNU6-28P,KNOWN,snRNA,False
ENSG00000198089,False,False,ENSG00000198089.10,SFI1,KNOWN,protein_coding,OTTHUMG00000030249.13,1,False,False,False,False,,ENSG00000198089.10,SFI1,KNOWN,protein_coding,False
ENSG00000233733,False,False,ENSG00000233733.1,H2AFZP6,KNOWN,pseudogene,OTTHUMG00000030795.2,1,False,False,False,False,pseudo_consens,ENSG00000233733.1,H2AFZP6,KNOWN,pseudogene,False
ENSG00000229169,False,False,ENSG00000229169.1,RP11-247I13.6,KNOWN,pseudogene,OTTHUMG00000030797.2,1,False,False,False,False,pseudo_consens,ENSG00000229169.1,RP11-247I13.6,KNOWN,pseudogene,False
ENSG00000214093,False,False,ENSG00000214093.3,RP11-247I13.3,KNOWN,pseudogene,OTTHUMG00000030794.2,1,False,False,False,False,pseudo_consens,ENSG00000214093.3,RP11-247I13.3,KNOWN,pseudogene,False
ENSG00000241878,False,False,ENSG00000241878.5,PISD,KNOWN,protein_coding,OTTHUMG00000030252.27,1,False,False,False,False,,ENSG00000241878.5,PISD,KNOWN,protein_coding,False
ENSG00000183530,False,False,ENSG00000183530.9,PRR14L,KNOWN,protein_coding,OTTHUMG00000030139.14,2,False,False,False,False,,ENSG00000183530.9,PRR14L,KNOWN,protein_coding,False
ENSG00000100150,False,False,ENSG00000100150.12,DEPDC5,KNOWN,protein_coding,OTTHUMG00000030926.15,2,False,False,False,False,ncRNA_host,ENSG00000100150.12,DEPDC5,KNOWN,protein_coding,False
ENSG00000242251,False,False,ENSG00000242251.2,RN7SL20P,KNOWN,misc_RNA,,3,False,False,False,False,,ENSG00000242251.2,RN7SL20P,KNOWN,misc_RNA,False
ENSG00000236132,False,False,ENSG00000236132.1,CTA-440B3.1,KNOWN,pseudogene,OTTHUMG00000030879.2,1,False,False,False,False,pseudo_consens,ENSG00000236132.1,CTA-440B3.1,KNOWN,pseudogene,False
ENSG00000252909,False,False,ENSG00000252909.1,RNU6-201P,KNOWN,snRNA,,3,False,False,False,False,,ENSG00000252909.1,RNU6-201P,KNOWN,snRNA,False
ENSG00000227813,False,False,ENSG00000227813.1,RP1-180M12.1,KNOWN,pseudogene,OTTHUMG00000030407.2,1,False,False,False,False,pseudo_consens,ENSG00000227813.1,RP1-180M12.1,KNOWN,pseudogene,False
ENSG00000128254,False,False,ENSG00000128254.9,C22orf24,KNOWN,protein_coding,OTTHUMG00000030834.3,2,False,False,False,False,,ENSG00000128254.9,C22orf24,KNOWN,protein_coding,False
ENSG00000128245,False,False,ENSG00000128245.10,YWHAH,KNOWN,protein_coding,OTTHUMG00000030833.8,1,False,False,False,False,ncRNA_host,ENSG00000128245.10,YWHAH,KNOWN,protein_coding,False
ENSG00000238910,False,False,ENSG00000238910.1,snoU13,NOVEL,snoRNA,,3,False,False,False,False,,ENSG00000238910.1,snoU13,NOVEL,snoRNA,False
ENSG00000227519,False,False,ENSG00000227519.1,CTA-342B11.1,NOVEL,lincRNA,OTTHUMG00000058207.1,2,False,False,False,False,,ENSG00000227519.1,CTA-342B11.1,NOVEL,lincRNA,False
ENSG00000230866,False,False,ENSG00000230866.1,CTA-342B11.2,NOVEL,lincRNA,OTTHUMG00000150005.1,2,False,False,False,False,,ENSG00000230866.1,CTA-342B11.2,NOVEL,lincRNA,False
ENSG00000240647,False,False,ENSG00000240647.2,RN7SL305P,KNOWN,misc_RNA,,3,False,False,False,False,,ENSG00000240647.2,RN7SL305P,KNOWN,misc_RNA,False
ENSG00000232346,False,False,ENSG00000232346.1,SC22CB-1E7.1,KNOWN,pseudogene,OTTHUMG00000030769.2,1,False,False,False,False,pseudo_consens,ENSG00000232346.1,SC22CB-1E7.1,KNOWN,pseudogene,False
ENSG00000100170,False,False,ENSG00000100170.5,SLC5A1,KNOWN,protein_coding,OTTHUMG00000030768.5,2,False,False,False,False,,ENSG00000100170.5,SLC5A1,KNOWN,protein_coding,False
ENSG00000234479,False,False,ENSG00000234479.2,AP1B1P1,KNOWN,pseudogene,OTTHUMG00000030158.4,2,False,False,False,False,,ENSG00000234479.2,AP1B1P1,KNOWN,pseudogene,False
ENSG00000237439,False,False,ENSG00000237439.1,RP1-127L4.10,KNOWN,pseudogene,OTTHUMG00000128471.1,2,False,False,False,False,,ENSG00000237439.1,RP1-127L4.10,KNOWN,pseudogene,False
ENSG00000232707,False,False,ENSG00000232707.1,AP1B1P2,KNOWN,pseudogene,OTTHUMG00000030159.2,2,False,False,False,False,,ENSG00000232707.1,AP1B1P2,KNOWN,pseudogene,False
